row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,boundary_f1,latency_sec,fps,device,model_type,prompt,point_x,point_y,mask_output_path,visualization_output_path,stability_score,generated_mask_count,image_gen_latency_sec,image_gen_fps,category_name,challenge_primary,is_reflective,is_transparent,is_occluded,is_small_part,is_dynamic,area
355,000024.png,409,data/cogar_sim_500/rgb/000024.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000409_img_000024_cat_plastic_object.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0355_object_409_sam_auto_mask.png,,1.020616054534912,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9918419718742372,33.0,13.410120188999826,0.0745705471618583,plastic_object,dynamic_scene,True,False,True,True,True,57.0
356,000024.png,410,data/cogar_sim_500/rgb/000024.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000410_img_000024_cat_plastic_object.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0356_object_410_sam_auto_mask.png,,1.020616054534912,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9918419718742372,33.0,13.410120188999826,0.0745705471618583,plastic_object,dynamic_scene,True,False,True,True,True,168.0
136,000008.png,159,data/cogar_sim_500/rgb/000008.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000159_img_000008_cat_screw.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0136_object_159_sam_auto_mask.png,,1.0166327953338623,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9833906888961792,56.0,12.817313249000108,0.0780194710524072,screw,small_parts,True,False,True,True,False,185.0
309,000021.png,355,data/cogar_sim_500/rgb/000021.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000355_img_000021_cat_glass_object.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0309_object_355_sam_auto_mask.png,,1.0022374391555786,0.0,0.0,,,cuda,vit_b,auto,,,,,0.988774299621582,37.0,12.723219979999158,0.0785964560521625,glass_object,transparent_glass,True,True,False,True,False,262.0
307,000021.png,353,data/cogar_sim_500/rgb/000021.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000353_img_000021_cat_glass_object.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0307_object_353_sam_auto_mask.png,,1.0022374391555786,0.0,0.0,,,cuda,vit_b,auto,,,,,0.988774299621582,37.0,12.723219979999158,0.0785964560521625,glass_object,transparent_glass,True,True,False,True,False,10063.0
127,000008.png,150,data/cogar_sim_500/rgb/000008.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000150_img_000008_cat_connector.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0127_object_150_sam_auto_mask.png,,1.0166327953338623,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9833906888961792,56.0,12.817313249000108,0.0780194710524072,connector,small_parts,True,False,True,True,False,2451.0
34,000003.png,43,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000043_img_000003_cat_connector.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0034_object_43_sam_auto_mask.png,,1.026608943939209,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9839868545532228,36.0,12.945584569999482,0.0772464151458584,connector,small_parts,True,False,False,True,False,69.0
43,000003.png,52,data/cogar_sim_500/rgb/000003.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000052_img_000003_cat_screw.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0043_object_52_sam_auto_mask.png,,1.026608943939209,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9839868545532228,36.0,12.945584569999482,0.0772464151458584,screw,small_parts,True,False,False,True,False,32.0
339,000022.png,388,data/cogar_sim_500/rgb/000022.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000388_img_000022_cat_cable.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0339_object_388_sam_auto_mask.png,,1.020632266998291,0.0,0.0,,,cuda,vit_b,auto,,,,,0.9882913827896118,38.0,13.505201301000852,0.0740455456910435,cable,partial_occlusion,True,True,True,True,False,284.0
312,000021.png,358,data/cogar_sim_500/rgb/000021.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500/instance_masks/all/ann_00000358_img_000021_cat_glass_object.png,,,,,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_auto_25/masks/row_0312_object_358_sam_auto_mask.png,,0.9728970527648926,6.461200491051237e-05,0.167467794654874,,,cuda,vit_b,auto,,,,,0.9822188019752502,37.0,12.723219979999158,0.0785964560521625,glass_object,transparent_glass,True,True,False,True,False,10345.0
