image_id,file_name,image_path,annotation_id,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,primary_challenge,reflective,transparent,occlusion,small_parts,dynamic,gt_mask_path
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,1,1,table,0.0,127.0,640.0,353.0,173749.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000001_img_000000_cat_table.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,2,1,table,0.0,0.0,640.0,171.0,92824.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000002_img_000000_cat_table.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,3,3,metal_part,512.0,201.0,44.0,85.0,2584.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000003_img_000000_cat_metal_part.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,4,9,tool,534.0,229.0,51.0,145.0,4446.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000004_img_000000_cat_tool.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,5,10,box,395.0,149.0,155.0,120.0,15468.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000005_img_000000_cat_box.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,6,3,metal_part,222.0,122.0,76.0,73.0,4949.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000006_img_000000_cat_metal_part.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,7,3,metal_part,161.0,218.0,78.0,121.0,7685.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000007_img_000000_cat_metal_part.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,8,6,screw,217.0,227.0,15.0,22.0,200.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000008_img_000000_cat_screw.png
1,000000.png,data/cogar_sim_500_v2/rgb/000000.png,9,3,metal_part,306.0,269.0,72.0,117.0,5295.0,reflective_metal,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000009_img_000000_cat_metal_part.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,10,1,table,0.0,0.0,640.0,480.0,257166.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000010_img_000001_cat_table.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,11,7,connector,461.0,112.0,90.0,47.0,3482.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000011_img_000001_cat_connector.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,12,4,glass_object,378.0,68.0,90.0,148.0,6778.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000012_img_000001_cat_glass_object.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,13,4,glass_object,236.0,176.0,85.0,163.0,12045.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000013_img_000001_cat_glass_object.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,14,8,cable,325.0,283.0,70.0,197.0,4059.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000014_img_000001_cat_cable.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,15,2,robot_gripper,318.0,13.0,137.0,169.0,13881.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000015_img_000001_cat_robot_gripper.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,16,2,robot_gripper,322.0,57.0,62.0,209.0,6148.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000016_img_000001_cat_robot_gripper.png
2,000001.png,data/cogar_sim_500_v2/rgb/000001.png,17,2,robot_gripper,351.0,33.0,48.0,165.0,851.0,transparent_glass,0,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000017_img_000001_cat_robot_gripper.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,18,1,table,0.0,166.0,640.0,314.0,157478.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000018_img_000002_cat_table.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,19,1,table,0.0,0.0,640.0,168.0,85538.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000019_img_000002_cat_table.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,20,4,glass_object,361.0,135.0,81.0,112.0,6652.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000020_img_000002_cat_glass_object.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,21,10,box,98.0,167.0,119.0,110.0,11235.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000021_img_000002_cat_box.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,22,6,screw,221.0,327.0,22.0,22.0,427.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000022_img_000002_cat_screw.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,23,3,metal_part,350.0,263.0,96.0,117.0,8822.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000023_img_000002_cat_metal_part.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,24,10,box,452.0,126.0,127.0,150.0,13842.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000024_img_000002_cat_box.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,25,3,metal_part,219.0,196.0,81.0,66.0,4052.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000025_img_000002_cat_metal_part.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,26,2,robot_gripper,217.0,74.0,225.0,68.0,14638.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000026_img_000002_cat_robot_gripper.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,27,2,robot_gripper,269.0,53.0,32.0,173.0,3121.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000027_img_000002_cat_robot_gripper.png
3,000002.png,data/cogar_sim_500_v2/rgb/000002.png,28,2,robot_gripper,356.0,141.0,31.0,56.0,1395.0,partial_occlusion,1,1,1,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000028_img_000002_cat_robot_gripper.png
4,000003.png,data/cogar_sim_500_v2/rgb/000003.png,29,1,table,0.0,0.0,640.0,480.0,255006.0,small_parts,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000029_img_000003_cat_table.png
4,000003.png,data/cogar_sim_500_v2/rgb/000003.png,30,1,table,0.0,370.0,253.0,110.0,13819.0,small_parts,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000030_img_000003_cat_table.png
4,000003.png,data/cogar_sim_500_v2/rgb/000003.png,31,10,box,9.0,227.0,188.0,190.0,20222.0,small_parts,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000031_img_000003_cat_box.png
4,000003.png,data/cogar_sim_500_v2/rgb/000003.png,32,8,cable,136.0,0.0,92.0,141.0,2680.0,small_parts,1,0,0,1,0,data/cogar_sim_500_v2/instance_masks/v2/ann_00000032_img_000003_cat_cable.png
