file_name,image_path,num_objects,num_categories,total_mask_area,mean_gray,std_gray,readable,challenge_primary,bad_reasons,is_bad
000000.png,data/cogar_sim_500_v2/rgb/000000.png,7,4,40627.0,88.01537434895833,64.17056866484837,True,reflective_metal,,False
000001.png,data/cogar_sim_500_v2/rgb/000001.png,7,4,47244.0,189.1521484375,53.667154437666056,True,transparent_glass,,False
000002.png,data/cogar_sim_500_v2/rgb/000002.png,9,5,64184.0,147.82024739583332,41.59791419101398,True,partial_occlusion,,False
000003.png,data/cogar_sim_500_v2/rgb/000003.png,11,7,38375.0,138.097626953125,48.00905801951057,True,small_parts,,False
000004.png,data/cogar_sim_500_v2/rgb/000004.png,8,4,120911.0,134.34931315104166,56.233816843202106,True,dynamic_scene,,False
000005.png,data/cogar_sim_500_v2/rgb/000005.png,9,6,54406.0,123.99890625,54.17545352305517,True,reflective_metal,,False
000006.png,data/cogar_sim_500_v2/rgb/000006.png,9,5,52957.0,138.50446614583333,59.99272069212335,True,transparent_glass,,False
000007.png,data/cogar_sim_500_v2/rgb/000007.png,8,5,25524.0,147.07836588541667,47.472893150180134,True,partial_occlusion,,False
000008.png,data/cogar_sim_500_v2/rgb/000008.png,12,7,66764.0,126.71770833333333,54.25124109523453,True,small_parts,,False
000009.png,data/cogar_sim_500_v2/rgb/000009.png,7,3,50731.0,114.70046223958333,45.47070267622514,True,dynamic_scene,,False
000011.png,data/cogar_sim_500_v2/rgb/000011.png,8,4,55439.0,106.659775390625,65.34989643459315,True,transparent_glass,,False
000012.png,data/cogar_sim_500_v2/rgb/000012.png,10,5,80421.0,129.545849609375,45.725643783065756,True,partial_occlusion,,False
000013.png,data/cogar_sim_500_v2/rgb/000013.png,13,3,23135.0,140.959599609375,54.31330586495645,True,small_parts,,False
000014.png,data/cogar_sim_500_v2/rgb/000014.png,9,6,66815.0,174.99575846354168,54.36629556386469,True,dynamic_scene,,False
000015.png,data/cogar_sim_500_v2/rgb/000015.png,8,5,52945.0,181.07394856770833,38.056549253900336,True,reflective_metal,,False
000016.png,data/cogar_sim_500_v2/rgb/000016.png,6,3,65535.0,106.62478515625,49.30936290209612,True,transparent_glass,,False
000018.png,data/cogar_sim_500_v2/rgb/000018.png,10,4,20574.0,84.87673177083333,35.68959057282919,True,small_parts,,False
000020.png,data/cogar_sim_500_v2/rgb/000020.png,6,3,33904.0,212.46210286458333,47.286878685723984,True,reflective_metal,,False
000022.png,data/cogar_sim_500_v2/rgb/000022.png,8,3,50838.0,166.8273828125,51.07658154647046,True,partial_occlusion,,False
000023.png,data/cogar_sim_500_v2/rgb/000023.png,13,5,32614.0,106.72383138020834,37.38437230638493,True,small_parts,,False
000024.png,data/cogar_sim_500_v2/rgb/000024.png,9,3,30907.0,114.56067708333333,29.794259519625726,True,dynamic_scene,,False
000025.png,data/cogar_sim_500_v2/rgb/000025.png,10,4,33198.0,185.7957421875,39.084992408987574,True,reflective_metal,,False
000026.png,data/cogar_sim_500_v2/rgb/000026.png,6,4,54642.0,105.69480143229167,40.15976202613415,True,transparent_glass,,False
000027.png,data/cogar_sim_500_v2/rgb/000027.png,12,6,96723.0,167.835478515625,51.23057609301114,True,partial_occlusion,,False
000028.png,data/cogar_sim_500_v2/rgb/000028.png,10,7,59759.0,186.326767578125,44.28927808497704,True,small_parts,,False
000029.png,data/cogar_sim_500_v2/rgb/000029.png,6,3,17650.0,206.95789713541666,42.35572752807024,True,dynamic_scene,,False
000030.png,data/cogar_sim_500_v2/rgb/000030.png,7,5,33526.0,118.69631510416667,67.15608966914847,True,reflective_metal,,False
000032.png,data/cogar_sim_500_v2/rgb/000032.png,12,7,34106.0,172.318359375,64.83314894400742,True,partial_occlusion,,False
000033.png,data/cogar_sim_500_v2/rgb/000033.png,11,5,44140.0,125.83777669270833,57.27117548139244,True,small_parts,,False
000034.png,data/cogar_sim_500_v2/rgb/000034.png,10,7,33034.0,196.00841145833334,45.64530706273686,True,dynamic_scene,,False
000035.png,data/cogar_sim_500_v2/rgb/000035.png,9,6,48006.0,188.85657877604166,56.74879157361909,True,reflective_metal,,False
000039.png,data/cogar_sim_500_v2/rgb/000039.png,8,6,44071.0,103.23333984375,61.21692175819173,True,dynamic_scene,,False
000040.png,data/cogar_sim_500_v2/rgb/000040.png,10,4,57256.0,102.29476888020834,40.61340350487717,True,reflective_metal,,False
000042.png,data/cogar_sim_500_v2/rgb/000042.png,9,6,57160.0,188.153359375,53.31817467274503,True,partial_occlusion,,False
000044.png,data/cogar_sim_500_v2/rgb/000044.png,9,5,43784.0,171.839345703125,52.427912134623995,True,dynamic_scene,,False
000045.png,data/cogar_sim_500_v2/rgb/000045.png,9,5,55780.0,183.97884765625,51.63673042399603,True,reflective_metal,,False
000046.png,data/cogar_sim_500_v2/rgb/000046.png,10,5,62306.0,131.79373372395833,52.84869891501423,True,transparent_glass,,False
000047.png,data/cogar_sim_500_v2/rgb/000047.png,7,6,41164.0,142.69210286458335,48.72534750741738,True,partial_occlusion,,False
000051.png,data/cogar_sim_500_v2/rgb/000051.png,6,3,21143.0,134.52605143229167,35.228831904628095,True,transparent_glass,,False
000053.png,data/cogar_sim_500_v2/rgb/000053.png,12,6,54667.0,181.22349609375,50.18476198961605,True,small_parts,,False
000055.png,data/cogar_sim_500_v2/rgb/000055.png,7,5,33306.0,139.41241536458332,51.542743293535565,True,reflective_metal,,False
000056.png,data/cogar_sim_500_v2/rgb/000056.png,8,5,27744.0,170.460869140625,55.293051300875604,True,transparent_glass,,False
000057.png,data/cogar_sim_500_v2/rgb/000057.png,10,5,54875.0,201.92382161458335,30.327236928513262,True,partial_occlusion,,False
000058.png,data/cogar_sim_500_v2/rgb/000058.png,15,5,27811.0,132.16888346354168,50.570689655213,True,small_parts,,False
000059.png,data/cogar_sim_500_v2/rgb/000059.png,9,5,38348.0,174.98963541666666,40.29795954657108,True,dynamic_scene,,False
000060.png,data/cogar_sim_500_v2/rgb/000060.png,7,3,104601.0,143.35193359375,63.16998575096277,True,reflective_metal,,False
000061.png,data/cogar_sim_500_v2/rgb/000061.png,7,2,51750.0,103.76903971354167,68.29496654126217,True,transparent_glass,,False
000063.png,data/cogar_sim_500_v2/rgb/000063.png,13,4,10865.0,138.42645833333333,11.067908068785954,True,small_parts,,False
000064.png,data/cogar_sim_500_v2/rgb/000064.png,6,4,52034.0,162.42473958333332,49.86930986426856,True,dynamic_scene,,False
000068.png,data/cogar_sim_500_v2/rgb/000068.png,12,7,51541.0,150.807626953125,64.70368830074689,True,small_parts,,False
000069.png,data/cogar_sim_500_v2/rgb/000069.png,9,5,44185.0,146.50948893229167,40.68934440983082,True,dynamic_scene,,False
000070.png,data/cogar_sim_500_v2/rgb/000070.png,9,5,41915.0,176.17561197916666,66.78857217123567,True,reflective_metal,,False
000071.png,data/cogar_sim_500_v2/rgb/000071.png,8,4,53684.0,163.5419921875,23.232765110443104,True,transparent_glass,,False
000072.png,data/cogar_sim_500_v2/rgb/000072.png,10,6,58844.0,130.90017903645833,44.65298579706565,True,partial_occlusion,,False
000073.png,data/cogar_sim_500_v2/rgb/000073.png,13,6,56125.0,65.91701497395833,38.154858162180055,True,small_parts,,False
000074.png,data/cogar_sim_500_v2/rgb/000074.png,6,3,15633.0,204.39803059895834,52.071559454890235,True,dynamic_scene,,False
000075.png,data/cogar_sim_500_v2/rgb/000075.png,9,4,54682.0,177.7749609375,49.76528609249891,True,reflective_metal,,False
000076.png,data/cogar_sim_500_v2/rgb/000076.png,6,4,41325.0,173.91402669270835,78.6769667617201,True,transparent_glass,,False
000077.png,data/cogar_sim_500_v2/rgb/000077.png,9,5,35905.0,201.02586263020834,57.02297198830982,True,partial_occlusion,,False
000078.png,data/cogar_sim_500_v2/rgb/000078.png,11,5,74616.0,121.315693359375,44.4847159183135,True,small_parts,,False
000079.png,data/cogar_sim_500_v2/rgb/000079.png,9,6,85247.0,85.25345377604167,42.56049160228535,True,dynamic_scene,,False
000081.png,data/cogar_sim_500_v2/rgb/000081.png,7,3,39833.0,109.41477864583334,32.16732685518481,True,transparent_glass,,False
000082.png,data/cogar_sim_500_v2/rgb/000082.png,10,6,43809.0,207.99016276041667,29.987011525991843,True,partial_occlusion,,False
000083.png,data/cogar_sim_500_v2/rgb/000083.png,10,6,20865.0,232.20086588541668,22.62963762967146,True,small_parts,,False
000084.png,data/cogar_sim_500_v2/rgb/000084.png,10,5,74219.0,144.97757486979165,45.14398090651171,True,dynamic_scene,,False
000085.png,data/cogar_sim_500_v2/rgb/000085.png,6,4,18131.0,188.54387044270834,50.84075048639303,True,reflective_metal,,False
000086.png,data/cogar_sim_500_v2/rgb/000086.png,8,5,70729.0,155.637275390625,64.64474384487274,True,transparent_glass,,False
