row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,boundary_f1,latency_sec,fps,device,model_type
0,result_2018-08-27-15-54-36.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-36.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00000_result_2018-08-27-15-54-36_obj3.png,398.0,127.0,529.0,268.0,,,0.9475988149642944,0.8610683102208526,0.4959878042651567,0.059084447000032014,16.92492780713439,cuda,vit_b
1,result_2018-08-27-15-54-58.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00001_result_2018-08-27-15-54-58_obj3.png,397.0,127.0,529.0,268.0,,,0.9732469320297241,0.9019507186858317,0.6715414462984544,0.04250657800002955,23.525770528959185,cuda,vit_b
2,result_2018-08-27-15-54-58.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00002_result_2018-08-27-15-54-58_obj4.png,183.0,164.0,378.0,308.0,,,0.9307883977890015,0.833183910106987,0.5745869319276214,0.005873255000096833,170.2633377885879,cuda,vit_b
3,result_2018-08-27-15-55-23.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00003_result_2018-08-27-15-55-23_obj3.png,397.0,127.0,529.0,268.0,,,0.9869402647018433,0.9008723913787204,0.7103842591113809,0.04290004900008171,23.309996685507176,cuda,vit_b
4,result_2018-08-27-15-55-23.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00004_result_2018-08-27-15-55-23_obj4.png,183.0,164.0,378.0,308.0,,,0.9383640289306641,0.8476829122260807,0.5573586772692264,0.005873568999959389,170.25423554348544,cuda,vit_b
5,result_2018-08-27-15-55-23.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00005_result_2018-08-27-15-55-23_obj5.png,132.0,15.0,249.0,149.0,,,0.9206894040107727,0.7512443850916596,0.44541867230891297,0.005347886999970797,186.98974006097376,cuda,vit_b
6,result_2018-08-27-15-55-46.png,3,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00006_result_2018-08-27-15-55-46_obj3.png,397.0,127.0,529.0,268.0,,,0.9782983064651489,0.8997867803837953,0.6840071791111025,0.0429827610000757,23.26514111083369,cuda,vit_b
7,result_2018-08-27-15-55-46.png,4,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00007_result_2018-08-27-15-55-46_obj4.png,182.0,164.0,378.0,308.0,,,0.9307728409767151,0.8136984659635667,0.6114829548190479,0.00562802800004647,177.68212951174783,cuda,vit_b
8,result_2018-08-27-15-55-46.png,5,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00008_result_2018-08-27-15-55-46_obj5.png,134.0,15.0,249.0,124.0,,,0.8605062961578369,0.7635095874491574,0.4305595467794245,0.0055559490001542144,179.98725329772526,cuda,vit_b
9,result_2018-08-27-15-55-46.png,6,/mnt/cogar/datasets/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/mnt/cogar/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00009_result_2018-08-27-15-55-46_obj6.png,43.0,115.0,200.0,265.0,,,0.9913169741630554,0.9502762430939227,0.8637077444416893,0.00514134400009425,194.50167115479303,cuda,vit_b
