row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,boundary_f1,latency_sec,fps,device,model_type
0,result_2018-08-27-15-54-36.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-36.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00000_result_2018-08-27-15-54-36_obj3.png,398.0,127.0,529.0,268.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0000_object_3_sam_mask.png,,0.9476010799407959,0.8610683102208526,0.4959878042651567,0.12294025900064298,8.134031993496695,cuda,vit_b
1,result_2018-08-27-15-54-58.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00001_result_2018-08-27-15-54-58_obj3.png,397.0,127.0,529.0,268.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0001_object_3_sam_mask.png,,0.9732482433319092,0.9020362765229295,0.672078742406433,0.15811428500001057,6.3245392407139756,cuda,vit_b
2,result_2018-08-27-15-54-58.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-54-58.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00002_result_2018-08-27-15-54-58_obj4.png,183.0,164.0,378.0,308.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0002_object_4_sam_mask.png,,0.9307767152786255,0.833183910106987,0.5745869319276214,0.013010685000153899,76.85990399338478,cuda,vit_b
3,result_2018-08-27-15-55-23.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00003_result_2018-08-27-15-55-23_obj3.png,397.0,127.0,529.0,268.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0003_object_3_sam_mask.png,,0.9869399666786194,0.9008723913787204,0.7103842591113809,0.15631748600026185,6.397236966812049,cuda,vit_b
4,result_2018-08-27-15-55-23.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00004_result_2018-08-27-15-55-23_obj4.png,183.0,164.0,378.0,308.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0004_object_4_sam_mask.png,,0.9383647441864014,0.8476829122260807,0.5573586772692264,0.012055067999426683,82.95266356420039,cuda,vit_b
5,result_2018-08-27-15-55-23.png,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-23.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00005_result_2018-08-27-15-55-23_obj5.png,132.0,15.0,249.0,149.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0005_object_5_sam_mask.png,,0.9206904172897339,0.7512443850916596,0.44541867230891297,0.01334375300029933,74.94143514029132,cuda,vit_b
6,result_2018-08-27-15-55-46.png,3,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00006_result_2018-08-27-15-55-46_obj3.png,397.0,127.0,529.0,268.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0006_object_3_sam_mask.png,,0.9782946705818176,0.8997867803837953,0.6840071791111025,0.15650052699947992,6.389754840910684,cuda,vit_b
7,result_2018-08-27-15-55-46.png,4,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00007_result_2018-08-27-15-55-46_obj4.png,182.0,164.0,378.0,308.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0007_object_4_sam_mask.png,,0.9307748079299927,0.8136984659635667,0.6114829548190479,0.014607694000005722,68.4570747442826,cuda,vit_b
8,result_2018-08-27-15-55-46.png,5,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00008_result_2018-08-27-15-55-46_obj5.png,134.0,15.0,249.0,124.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0008_object_5_sam_mask.png,,0.8605025410652161,0.7635095874491574,0.4305595467794245,0.01291460599986749,77.43170794449792,cuda,vit_b
9,result_2018-08-27-15-55-46.png,6,/mnt/Info/COGAR_DATASETs/OCID-dataset/ARID10/floor/bottom/box/seq03/rgb/result_2018-08-27-15-55-46.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/gt_binary_masks/00009_result_2018-08-27-15-55-46_obj6.png,43.0,115.0,200.0,265.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/ocid_full/smoke/sam_vit_b_box/masks/row_0009_object_6_sam_mask.png,,0.9913174510002136,0.9502762430939227,0.8637077444416893,0.013594654999906197,73.55832126721127,cuda,vit_b
