row_index,file_name,object_id,iou,sam_score,sam_mask_path,sam_visualization_path
23,result_2018-08-24-13-16-33.png,5,0.9126103045829776,0.9689454436302184,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0023_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0023_object_5_sam_visualization.png
38,result_2018-08-24-13-17-53.png,5,0.9094007384265832,0.9679118990898132,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0038_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0038_object_5_sam_visualization.png
5,result_2018-08-24-13-14-16.png,5,0.903819347644271,0.9841170907020568,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0005_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0005_object_5_sam_visualization.png
17,result_2018-08-24-13-15-42.png,5,0.9034988713318284,0.972967803478241,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0017_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0017_object_5_sam_visualization.png
46,result_2018-08-24-13-18-17.png,5,0.9031525134904856,0.9669879078865052,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0046_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0046_object_5_sam_visualization.png
12,result_2018-08-24-13-15-03.png,5,0.9009060022650056,0.9756227731704712,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0012_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0012_object_5_sam_visualization.png
30,result_2018-08-24-13-16-51.png,5,0.9005399261153737,0.9668061137199402,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0030_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0030_object_5_sam_visualization.png
8,result_2018-08-24-13-14-40.png,5,0.9002535925612849,0.978306233882904,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0008_object_5_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0008_object_5_sam_visualization.png
43,result_2018-08-24-13-17-53.png,10,0.8970954356846473,0.9719595313072203,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0043_object_10_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0043_object_10_sam_visualization.png
3,result_2018-08-24-13-14-16.png,3,0.8918387413962635,0.9674740433692932,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0003_object_3_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0003_object_3_sam_visualization.png
