row_index,file_name,object_id,iou,sam_score,sam_mask_path,sam_visualization_path
47,result_2018-08-24-13-18-17.png,6,0.7086911714187565,0.8605388402938843,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0047_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0047_object_6_sam_visualization.png
19,result_2018-08-24-13-15-42.png,7,0.7396825396825397,0.9787598848342896,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0019_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0019_object_7_sam_visualization.png
40,result_2018-08-24-13-17-53.png,7,0.7440970006381621,0.978617250919342,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0040_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0040_object_7_sam_visualization.png
25,result_2018-08-24-13-16-33.png,7,0.7705022250476796,0.9785017371177672,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0025_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0025_object_7_sam_visualization.png
39,result_2018-08-24-13-17-53.png,6,0.77442218798151,0.91012442111969,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0039_object_6_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0039_object_6_sam_visualization.png
14,result_2018-08-24-13-15-03.png,7,0.7902501603592046,0.978222131729126,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0014_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0014_object_7_sam_visualization.png
48,result_2018-08-24-13-18-17.png,7,0.7927984838913456,0.97620290517807,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0048_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0048_object_7_sam_visualization.png
32,result_2018-08-24-13-16-51.png,7,0.7954110898661568,0.978938102722168,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0032_object_7_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0032_object_7_sam_visualization.png
33,result_2018-08-24-13-16-51.png,8,0.7962727657772131,0.9497138261795044,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0033_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0033_object_8_sam_visualization.png
20,result_2018-08-24-13-15-42.png,8,0.7963917525773195,0.951528012752533,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/masks/row_0020_object_8_sam_mask.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sam_box_prompt/visualizations/row_0020_object_8_sam_visualization.png
