row_index,file_name,object_id,image_path,gt_mask_path,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,sam_mask_path,sam_visualization_path,sam_score,iou,boundary_f1,latency_sec,fps,device,model_type
0,000129.png,1060,data/cogar_sim_500_final/rgb/000129.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001060_img_000129_cat_box.png,65.0,244.0,291.0,474.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0000_object_1060_sam_mask.png,,0.9896186590194702,0.989388043862752,1.0,0.09784024599866825,10.220742903831328,cpu,vit_h
1,000079.png,694,data/cogar_sim_500_final/rgb/000079.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00000694_img_000079_cat_box.png,28.0,175.0,220.0,405.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0001_object_694_sam_mask.png,,0.9778101444244385,0.9453788141743713,0.8746089426577185,0.06368127199675655,15.703203919213998,cpu,vit_h
2,000639.png,5578,data/cogar_sim_500_final/rgb/000639.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00005578_img_000639_cat_box.png,139.0,311.0,392.0,480.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0002_object_5578_sam_mask.png,,0.9807196855545044,0.978636543797067,0.8905109489051095,0.06626520899953903,15.090875213371115,cpu,vit_h
3,000014.png,152,data/cogar_sim_500_final/rgb/000014.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00000152_img_000014_cat_box.png,111.0,179.0,309.0,364.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0003_object_152_sam_mask.png,,0.9798100590705872,0.9861810667699858,1.0,0.0643842780009436,15.531742081278667,cpu,vit_h
4,000429.png,3745,data/cogar_sim_500_final/rgb/000429.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00003745_img_000429_cat_box.png,88.0,194.0,238.0,352.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0004_object_3745_sam_mask.png,,0.9607702493667603,0.9896419370103581,1.0,0.06412216999888187,15.595230167934702,cpu,vit_h
5,000107.png,907,data/cogar_sim_500_final/rgb/000107.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00000907_img_000107_cat_box.png,55.0,152.0,289.0,383.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0005_object_907_sam_mask.png,,0.9928035140037537,0.9850580514891469,1.0,0.06574923600055627,15.2093022037783,cpu,vit_h
6,000172.png,1453,data/cogar_sim_500_final/rgb/000172.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001453_img_000172_cat_box.png,68.0,136.0,257.0,335.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0006_object_1453_sam_mask.png,,0.9989693760871887,0.9905778894472361,1.0,0.06498529799864627,15.388095935496537,cpu,vit_h
7,000177.png,1487,data/cogar_sim_500_final/rgb/000177.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00001487_img_000177_cat_box.png,314.0,223.0,530.0,406.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0007_object_1487_sam_mask.png,,0.9896891117095947,0.9847417459338376,1.0,0.0646706900006393,15.462955474730741,cpu,vit_h
8,000647.png,5641,data/cogar_sim_500_final/rgb/000647.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00005641_img_000647_cat_box.png,127.0,199.0,303.0,415.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0008_object_5641_sam_mask.png,,0.983494758605957,0.9847556682157442,0.9945558460545358,0.06516751799790654,15.345068075664999,cpu,vit_h
9,000307.png,2611,data/cogar_sim_500_final/rgb/000307.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_final/instance_masks/final/ann_00002611_img_000307_cat_box.png,35.0,202.0,237.0,418.0,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_h_box_cpu_25/masks/row_0009_object_2611_sam_mask.png,,0.9700758457183838,0.925815383508936,0.8373404849870137,0.0673130270006368,14.855965398652177,cpu,vit_h
