image_path,gt_label_id,gt_category,best_pred_label_id,best_score,iou,boundary_f1,matched
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.3816675543785095,0.829140958709065,0.38112860969384876,True
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.6906213760375977,0.9006543723973826,0.6499572489524227,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.33075541257858276,0.9215954415954416,0.7403325920270853,True
data/cogar_sim_500_final/rgb/000550.png,6,plastic_object,6,0.8255723714828491,0.8981139053254438,0.8158832794495566,True
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.7004320621490479,0.9345571631680187,0.6912389501455796,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.4621773660182953,0.9069809941520468,0.7956489051780848,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.9256691336631775,0.9320852419836686,0.917057902973396,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.12389857321977615,0.808972503617945,0.7829261443414772,True
data/cogar_sim_500_final/rgb/000550.png,9,tool,9,0.1652812510728836,0.7898453903416682,0.64555385897613,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,-1,0.0,0.0,0.0,False
data/cogar_sim_500_final/rgb/000551.png,3,connector,3,0.279593288898468,0.8534365043240782,0.8466531047176209,True
data/cogar_sim_500_final/rgb/000551.png,5,metal_part,5,0.6645361185073853,0.902405498281787,1.0,True
data/cogar_sim_500_final/rgb/000551.png,6,plastic_object,6,0.07785475254058838,0.7546614327772326,0.6630201950762671,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,-1,0.0,0.0,0.0,False
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.08556453138589859,0.8226065252273133,0.5688017600658236,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.1074744388461113,0.7393172317696238,0.48776832877533444,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.6151590347290039,0.749782329283967,0.5459187424991576,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.05935819819569588,0.2981149639283221,0.2852505579224995,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.0810968428850174,0.9401373895976447,0.9957446808510638,True
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.17635133862495422,0.7704918032786885,0.6970504671802232,True
data/cogar_sim_500_final/rgb/000553.png,8,screw,8,0.8129356503486633,0.6989795918367347,0.8341056533827619,True
data/cogar_sim_500_final/rgb/000553.png,2,cable,-1,0.0,0.0,0.0,False
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.2125161737203598,0.7473002159827213,0.6078880714027258,True
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.9022910594940186,0.8895599654874892,0.9314113733565659,True
data/cogar_sim_500_final/rgb/000553.png,5,metal_part,5,0.08056795597076416,0.8194915254237288,0.6902356902356902,True
data/cogar_sim_500_final/rgb/000553.png,8,screw,8,0.06109951436519623,0.00997506234413965,0.1524390243902439,True
data/cogar_sim_500_final/rgb/000553.png,8,screw,8,0.7890585660934448,0.8279569892473119,0.9785045767767151,True
data/cogar_sim_500_final/rgb/000553.png,7,robot_gripper,7,0.8077051043510437,0.5722160020670054,0.4335664335664336,True
data/cogar_sim_500_final/rgb/000553.png,7,robot_gripper,7,0.7313176989555359,0.6732438831886346,0.5909163346613546,True
data/cogar_sim_500_final/rgb/000553.png,7,robot_gripper,7,0.894728422164917,0.6173469387755102,0.5714992577931717,True
data/cogar_sim_500_final/rgb/000555.png,5,metal_part,5,0.4474731385707855,0.761418853255588,0.7614866512823398,True
data/cogar_sim_500_final/rgb/000555.png,5,metal_part,5,0.7032467126846313,0.9162665642404455,0.7989842241664203,True
data/cogar_sim_500_final/rgb/000555.png,5,metal_part,5,0.901088535785675,0.936562860438293,1.0,True
data/cogar_sim_500_final/rgb/000555.png,9,tool,9,0.2598702907562256,0.8809837505489679,0.8896309901486058,True
data/cogar_sim_500_final/rgb/000555.png,5,metal_part,5,0.14580436050891876,0.6708774325708433,0.4703705507133466,True
data/cogar_sim_500_final/rgb/000555.png,7,robot_gripper,7,0.8671016097068787,0.8139701822197681,0.6053598343279375,True
data/cogar_sim_500_final/rgb/000555.png,7,robot_gripper,7,0.8962001204490662,0.7703658161696895,0.7666808104381032,True
data/cogar_sim_500_final/rgb/000555.png,7,robot_gripper,7,0.8914486169815063,0.656641604010025,0.557267974743703,True
data/cogar_sim_500_final/rgb/000556.png,4,glass_object,4,0.1642792671918869,0.6449307726663689,0.5968112953121283,True
data/cogar_sim_500_final/rgb/000556.png,6,plastic_object,6,0.9030026197433472,0.928041691721788,0.9712321255325431,True
data/cogar_sim_500_final/rgb/000556.png,4,glass_object,4,0.13534444570541382,0.5962957149584053,0.24965466123109062,True
data/cogar_sim_500_final/rgb/000556.png,6,plastic_object,6,0.8061758279800415,0.9407187847350871,0.9984686064318529,True
data/cogar_sim_500_final/rgb/000556.png,4,glass_object,4,0.3415103256702423,0.7580078528621617,0.30468641285581016,True
data/cogar_sim_500_final/rgb/000556.png,4,glass_object,4,0.15322546660900116,0.686855091969493,0.26921870097270156,True
