row_index,file_name,object_id,image_path,gt_mask_path,point_x,point_y,sam_score,iou,boundary_f1,latency_sec,fps,mask_output_path,visualization_output_path,device,model_type
0,000000.png,3,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000003_img_000000_cat_metal_part.png,533.0,246.0,0.8973329067230225,0.9539829853054911,0.9926183060521657,0.11817736900047748,8.46185702438476,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0000_object_3_sam_point_mask.png,,cuda,vit_b
1,000000.png,4,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000004_img_000000_cat_tool.png,553.0,350.0,0.8381602764129639,0.19006964727027634,0.3851240955418968,0.012441273000149522,80.37762695087406,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0001_object_4_sam_point_mask.png,,cuda,vit_b
2,000000.png,5,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000005_img_000000_cat_box.png,454.0,209.0,0.9361578226089478,0.9820932186954554,1.0,0.012654258999646117,79.0247773518754,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0002_object_5_sam_point_mask.png,,cuda,vit_b
3,000000.png,6,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000006_img_000000_cat_metal_part.png,260.0,158.0,0.8946899771690369,0.987886129618413,1.0,0.012494879000769288,80.03278782759175,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0003_object_6_sam_point_mask.png,,cuda,vit_b
4,000000.png,7,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000007_img_000000_cat_metal_part.png,199.0,288.0,0.82966548204422,0.5400130123617437,0.45526738581592835,0.012754438000229129,78.4040817778122,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0004_object_7_sam_point_mask.png,,cuda,vit_b
5,000000.png,8,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000008_img_000000_cat_screw.png,226.0,233.0,0.9557060599327087,0.9345794392523364,1.0,0.013137167999957455,76.11990651282213,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0005_object_8_sam_point_mask.png,,cuda,vit_b
6,000000.png,9,data/cogar_sim_500_v2/rgb/000000.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000009_img_000000_cat_metal_part.png,352.0,308.0,0.8189790844917297,0.45071752265861026,0.517613933996857,0.012506976999247854,79.95537211431173,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0006_object_9_sam_point_mask.png,,cuda,vit_b
7,000001.png,11,data/cogar_sim_500_v2/rgb/000001.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000011_img_000001_cat_connector.png,522.0,136.0,0.81209796667099,0.9204059829059829,0.8186335837847284,0.1539489449996836,6.495659973519502,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0007_object_11_sam_point_mask.png,,cuda,vit_b
8,000001.png,12,data/cogar_sim_500_v2/rgb/000001.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000012_img_000001_cat_glass_object.png,429.0,165.0,0.8914616107940674,0.9170710189677989,0.7858473728597485,0.012453643000299053,80.29778916707238,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0008_object_12_sam_point_mask.png,,cuda,vit_b
9,000001.png,13,data/cogar_sim_500_v2/rgb/000001.png,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/data/cogar_sim_500_v2/instance_masks/v2/ann_00000013_img_000001_cat_glass_object.png,279.0,223.0,0.8513816595077515,0.31269195650369386,0.4451315848869228,0.012675797000156308,78.89050289994931,/home/amir/Desktop/COGAR/COGAR_Foundation-Model-Segmentation-for-Robotic-Scenes/outputs/sim_sam_vit_b_point_v2/masks/row_0009_object_13_sam_point_mask.png,,cuda,vit_b
