image_path,gt_label_id,gt_category,best_pred_label_id,best_score,iou,boundary_f1,matched
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.9457884430885315,0.8576424211597151,0.5542429529354886,True
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.903891921043396,0.8852725016703255,0.5002345500981635,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.49487802386283875,0.9537531954450383,0.8387790473745026,True
data/cogar_sim_500_final/rgb/000550.png,6,plastic_object,6,0.9823128581047058,0.9353766617429837,0.9165140901130393,True
data/cogar_sim_500_final/rgb/000550.png,1,box,1,0.9702614545822144,0.9542013786103946,0.8577853032291083,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.7673535943031311,0.8876303487953974,0.7529761904761906,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.9895915389060974,0.9393878775755151,0.9292387683808596,True
data/cogar_sim_500_final/rgb/000550.png,5,metal_part,5,0.060141365975141525,0.8836879432624114,0.9637305699481865,True
data/cogar_sim_500_final/rgb/000550.png,9,tool,9,0.31484487652778625,0.8977807034041753,0.8680081887564978,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.06471232324838638,0.6516041572525982,0.3671143671143671,True
data/cogar_sim_500_final/rgb/000551.png,3,connector,3,0.49362069368362427,0.8887832699619772,0.9551914843006661,True
data/cogar_sim_500_final/rgb/000551.png,5,metal_part,5,0.767359733581543,0.9053867403314917,1.0,True
data/cogar_sim_500_final/rgb/000551.png,6,plastic_object,6,0.06787484884262085,0.8615580016934801,0.6519071450787457,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.1296853870153427,0.002130024078533062,0.3924677898909812,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.17553523182868958,0.8499410644664067,0.5476230991754715,True
data/cogar_sim_500_final/rgb/000551.png,4,glass_object,4,0.21349577605724335,0.7506008927549502,0.4729891956782713,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.9274178743362427,0.8323323323323323,0.6861360163750109,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.5581745505332947,0.7750716332378224,0.5729533362267124,True
data/cogar_sim_500_final/rgb/000551.png,7,robot_gripper,7,0.25111231207847595,0.9164700330344502,1.0,True
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.7515795230865479,0.7753108348134992,0.6533984228313932,True
data/cogar_sim_500_final/rgb/000553.png,8,screw,8,0.9826834797859192,0.7527777777777778,0.865875912408759,True
data/cogar_sim_500_final/rgb/000553.png,2,cable,-1,0.0,0.0,0.0,False
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.6573025584220886,0.49263873159682897,0.351115491443419,True
data/cogar_sim_500_final/rgb/000553.png,3,connector,3,0.9892639517784119,0.8853615520282186,0.9735099337748345,True
data/cogar_sim_500_final/rgb/000553.png,5,metal_part,5,0.3243032693862915,0.7185880029622316,0.6823956442831215,True
data/cogar_sim_500_final/rgb/000553.png,8,screw,-1,0.0,0.0,0.0,False
